Date,Close,High,Low,Open,Volume,Returns,SMA_20,SMA_50,RSI
2020-03-13,67.45748901367188,67.93071607578169,61.38565875889742,64.28325061879912,370732000,0.11980823235830718,71.01601734161378,74.12298164367675,45.068534869627264
2020-03-16,58.7792854309082,62.873275496652674,58.24296318228996,58.716186517548486,322423600,-0.12864699990544903,70.01205406188964,73.84424606323242,40.05287798895931
2020-03-17,61.36381912231445,62.5165408014644,57.85467875074367,60.06548484229005,324056000,0.04397014479606476,69.20951404571534,73.63133979797364,41.593053318650185
2020-03-18,59.86163711547852,60.66975874633833,57.54405159077075,58.18715325527487,300233600,-0.024479930166042663,68.27580642700195,73.3769142150879,43.99891397365838
2020-03-19,59.40297317504883,61.35896558109421,58.87636011980493,60.036365596883776,271857200,-0.007662068104567377,67.35945110321045,73.12014274597168,43.661268281145745
2020-03-20,55.631744384765625,61.11386300197094,55.33082104251128,59.985403245758334,401693200,-0.06348552250356454,66.34250469207764,72.76470466613769,33.86070544057107
2020-03-23,54.44989013671875,55.45215566699075,51.59598621533572,55.35023092369006,336752800,-0.02124424213400211,65.44689655303955,72.35444664001464,34.60240263812307
2020-03-24,59.9126091003418,60.10917855165599,56.859706000541046,57.35962428486816,287531200,0.10032561957254016,64.94697761535645,72.0500537109375,37.30455879142922
2020-03-25,59.58255386352539,62.67185674280047,59.28648516369984,60.85176409780143,303602000,-0.005508944473835653,64.37510433197022,71.70695610046387,38.79643455719723
2020-03-26,62.71797943115234,62.77622003802829,59.786415821760485,59.82524536167027,252087200,0.052623215426594205,64.19212474822999,71.44729133605956,43.06568994539615
2020-03-27,60.12130355834961,62.09428153233142,59.95385443702902,61.33712415208677,204216800,-0.04140241596356253,63.881252670288085,71.14218139648438,45.578428523448196
2020-03-30,61.83704376220703,62.0093475048291,60.52414930589501,60.8493420241544,167976400,0.02853797410084824,63.34735946655273,70.85250228881836,42.22405072899874
2020-03-31,61.71084213256836,63.70080921944118,61.15510884421136,62.028754737466606,197002000,-0.002040874239136903,62.92230587005615,70.54340003967285,44.34517094418523
2020-04-01,58.46380615234375,60.35912878890937,58.031837774101646,59.82038104472191,176218400,-0.052616944900043094,62.172064018249515,70.17981605529785,47.8856195431004
2020-04-02,59.43937301635742,59.49276269917482,57.49066070248686,58.32547715782636,165934000,0.016686680669944165,61.58975486755371,69.83027236938477,38.79089556003632
2020-04-03,58.58514404296875,59.62623542608821,57.99300663222972,58.92246773803886,129880000,-0.014371433109726661,61.01193504333496,69.45623565673829,49.65260072653978
2020-04-06,63.69595718383789,63.85126789213967,60.519289974644046,60.88815938708916,201820400,0.08723735725768056,60.9670389175415,69.1888695526123,53.827143398372336
2020-04-07,62.95820999145508,65.93588600447147,62.853859800879945,65.71746898385814,202887200,-0.011582323667003624,60.6526481628418,68.9520703125,55.21239126029284
2020-04-08,64.56963348388672,64.8851133689353,63.39506746367334,63.761507888865104,168895200,0.02559512877907988,60.539075469970705,68.70517974853516,58.37201904881292
2020-04-09,65.03553771972656,65.54031414733082,64.2371292048889,65.20784512846275,161834800,0.007215531678000042,60.77884159088135,68.43540756225586,67.06591353161929
2020-04-13,66.31204223632812,66.42125075775364,64.51136064871955,65.11320728466447,131022800,0.019627799836186677,60.72156925201416,68.19344116210938,71.4536174026982
2020-04-14,69.66100311279297,69.95222087152594,67.47689214022147,67.95011914666873,194994800,0.05050305741647265,61.2656551361084,68.08798614501953,69.09032912080812
2020-04-15,69.02519226074219,69.48628092008256,68.10301494206142,68.53255414367216,131154400,-0.009127213557652891,61.64872379302979,67.97393096923828,68.27274556651741
2020-04-16,69.57365417480469,69.94010189303526,68.52042803590564,69.74110330393147,157125200,0.007945822330935215,62.134324645996095,67.82150390625,64.74270442139874
2020-04-17,68.629638671875,69.63676274652339,67.18812439019051,69.08830567330986,215250000,-0.013568577274349236,62.595657920837404,67.63760696411133,69.69666516245886
2020-04-20,67.20510864257812,68.35783414900595,67.18569757688921,67.4526460174679,130015200,-0.020756775889607892,63.17432613372803,67.40701370239258,62.59683010966142
2020-04-21,65.12776184082031,67.28275253901889,64.41428499057956,67.04735361351801,180991600,-0.03091054897040524,63.70821971893311,67.1562776184082,57.34557622005574
2020-04-22,67.00366973876953,67.44048895263322,66.05722317141493,66.39939402555568,116862400,0.02880350629174311,64.06277275085449,66.93568237304687,69.50878798885388
2020-04-23,66.7440185546875,68.37482206031547,66.70518901812768,66.94786806714389,124814400,-0.0038751785550604767,64.4208459854126,66.71930984497071,67.25128654752645
2020-04-24,68.67086791992188,68.68057715232159,67.22207418369496,67.27061293971914,126161200,0.028869244120438786,64.71849040985107,66.5046354675293,72.67073587336344
2020-04-27,68.71941375732422,69.05188279302438,67.93798710304658,68.38693731564892,117087600,0.0007069349619834853,65.14839591979981,66.3022412109375,64.61865926121469
2020-04-28,67.60552978515625,69.36495298340253,67.51331796268283,69.18294368703222,112004800,-0.016209159992277233,65.43682022094727,66.07718078613281,63.23434805572678
2020-04-29,69.8260498046875,70.29684778168853,68.89416308692655,69.0980126121264,137280800,0.0328452424910779,65.84258060455322,65.92540939331055,64.467020638165
2020-04-30,71.29908752441406,71.47624586127782,69.97649141267905,70.36720104938254,183064000,0.02109581916558123,66.48434467315674,65.7806753540039,66.33342325931548
